Seq,Facility,Property Address,Location,Website,Opening Hours,Latitude,Longitude
1,Horsham Aquatic Centre,"53 Hamilton Street, Horsham VIC 3400","53 Hamilton Street , Horsham VIC 3400",http://www.horsham.ymca.org.au/,Mon - Thu (6am-8pm); Friday (6am-6pm); Sat-Sun (8am-4pm),-36.718084,142.200904
